"SS Tiwary","hit wicket",1
"PP Ojha","caught",5
"JP Duminy","caught",30
"RV Uthappa","caught",115
"KMA Paul","caught",1
"AR Patel","caught",30
"Sunny Gupta","stumped",1
"RJ Harris","caught",9
"MD Mishra","lbw",3
"DPMD Jayawardene","caught",38
"MK Pandey","caught and bowled",5
"MM Sharma","run out",2
"AG Murtaza","stumped",1
"BE Hendricks","bowled",1
"CJ Anderson","lbw",1
"Harbhajan Singh","caught",33
"R Parag","bowled",2
"DL Chahar","stumped",2
"CJ Ferguson","stumped",1
"Mohammed Shami","stumped",1
"AC Blizzard","caught",6
"BJ Hodge","caught",23
"DPMD Jayawardene","run out",8
"JP Faulkner","caught and bowled",1
"AD Mascarenhas","bowled",3
"DJ Bravo","caught",42
"MK Tiwary","lbw",7
"DR Smith","bowled",18
"GJ Bailey","caught",16
"Yashpal Singh","caught",4
"Kamran Khan","caught",1
"K Rabada","run out",1
"DJ Hooda","run out",4
"R Ashwin","lbw",1
"Anirudh Singh","bowled",1
"SS Tiwary","run out",2
"YBK Jaiswal","bowled",1
"A Flintoff","caught",1
"PD Collingwood","lbw",1
"Z Khan","bowled",5
"LH Ferguson","run out",1
"Umar Gul","run out",1
"AA Bilakhia","lbw",2
"G Gambhir","caught",80
"A Symonds","bowled",7
"RS Bopara","caught",13
"SD Lad","bowled",1
"BCJ Cutting","run out",1
"SM Katich","bowled",2
"C de Grandhomme","caught",9
"LA Carseldine","run out",1
"AB de Villiers","caught and bowled",2
"SE Marsh","run out",5
"H Klaasen","bowled",1
"SR Watson","stumped",4
"SM Pollock","caught",4
"BA Stokes","bowled",13
"CJ Ferguson","caught and bowled",2
"Yuvraj Singh","run out",4
"MM Patel","run out",1
"RS Bopara","run out",2
"SW Billings","bowled",3
"RP Singh","run out",4
"P Simran Singh","caught",2
"PP Shaw","caught",24
"DJ Hooda","hit wicket",1
"AF Milne","caught",1
"GC Smith","bowled",2
"Q de Kock","run out",1
"Mujeeb Ur Rahman","bowled",1
"Younis Khan","bowled",1
"Niraj Patel","caught",2
"Yuvraj Singh","caught",84
"MEK Hussey","run out",5
"HH Pandya","caught",34
"Mohammad Nabi","caught",6
"HM Amla","run out",1
"FY Fazal","caught",4
"AB Agarkar","caught",6
"TL Suman","run out",1
"BCJ Cutting","bowled",2
"L Balaji","run out",1
"DS Kulkarni","bowled",3
"MJ McClenaghan","lbw",1
"TG Southee","caught",4
"WP Saha","stumped",5
"SD Chitnis","run out",1
"JM Bairstow","caught",10
"DT Christian","lbw",4
"P Kumar","bowled",15
"AA Chavan","caught",1
"CA Pujara","bowled",4
"BR Dunk","bowled",1
"JDP Oram","caught and bowled",1
"IS Sodhi","caught",2
"Shakib Al Hasan","bowled",9
"MK Tiwary","bowled",11
"P Negi","caught",15
"MK Pandey","lbw",6
"DPMD Jayawardene","lbw",6
"MJ Lumb","caught",6
"A Nehra","caught",5
"AS Rajpoot","bowled",2
"HH Pandya","stumped",1
"N Saini","caught and bowled",2
"SR Watson","bowled",35
"MC Henriques","run out",2
"AS Raut","lbw",1
"P Negi","bowled",4
"LMP Simmons","caught",16
"LR Shukla","bowled",6
"ML Hayden","caught",17
"M Muralitharan","lbw",1
"B Laughlin","caught",1
"Y Venugopal Rao","bowled",8
"MDKJ Perera","caught",1
"DA Warner","caught",77
"RA Tripathi","bowled",8
"CA Lynn","caught",21
"R Sathish","run out",2
"RR Bhatkal","run out",1
"S Anirudha","stumped",1
"RJ Quiney","bowled",1
"NA Saini","caught",1
"JDP Oram","caught",5
"DJ Hussey","bowled",9
"N Rana","retired hurt",1
"R Vinay Kumar","stumped",1
"AB de Villiers","stumped",6
"S Badrinath","caught",31
"KS Williamson","run out",2
"AM Nayar","run out",9
"DA Warner","hit wicket",1
"F du Plessis","caught and bowled",3
"Azhar Mahmood","caught and bowled",1
"AD Mathews","lbw",2
"CR Woakes","stumped",1
"VVS Laxman","bowled",2
"N Saini","caught",5
"NS Naik","lbw",1
"HV Patel","bowled",3
"DW Steyn","bowled",8
"M Markande","lbw",1
"JDP Oram","bowled",2
"MS Bisla","run out",4
"N Saini","bowled",1
"MJ McClenaghan","run out",1
"S Badrinath","run out",5
"M Manhas","caught",14
"SP Narine","lbw",1
"NL McCullum","run out",2
"V Kohli","stumped",3
"RA Tripathi","caught",24
"S Lamichhane","bowled",1
"S Aravind","lbw",1
"F du Plessis","stumped",6
"M de Lange","caught",1
"KC Cariappa","bowled",3
"SK Trivedi","caught",3
"YV Takawale","lbw",2
"DJ Thornely","bowled",1
"M Vohra","caught",22
"CH Gayle","caught and bowled",3
"SPD Smith","caught and bowled",3
"KS Williamson","bowled",3
"RA Jadeja","caught",53
"CJ Jordan","caught",2
"BJ Hodge","bowled",9
"M Manhas","run out",3
"Mohammed Siraj","lbw",1
"AUK Pathan","caught",2
"MEK Hussey","lbw",2
"JC Buttler","lbw",3
"CL White","caught",22
"RJ Harris","bowled",2
"JJ Bumrah","caught",2
"RT Ponting","stumped",1
"MC Henriques","caught and bowled",3
"RA Jadeja","bowled",16
"AC Voges","run out",2
"DJM Short","caught",4
"T Henderson","bowled",1
"Y Nagar","run out",2
"LR Shukla","run out",4
"Z Khan","caught",6
"RN ten Doeschate","lbw",5
"PP Chawla","caught",26
"Ishan Kishan","run out",3
"KL Nagarkoti","bowled",2
"M Kaif","caught and bowled",1
"STR Binny","bowled",6
"P Ray Barman","caught",1
"B Chipli","run out",1
"K Rabada","bowled",3
"AS Yadav","caught",4
"BB Samantray","run out",1
"Mohammed Siraj","caught",1
"CH Gayle","caught",76
"JP Duminy","bowled",10
"Azhar Mahmood","stumped",1
"LA Pomersbach","caught",5
"R Dhawan","stumped",1
"BCJ Cutting","lbw",1
"Anirudh Singh","caught",2
"MA Agarwal","lbw",2
"PJ Cummins","caught",10
"B Akhil","lbw",1
"TM Dilshan","caught",24
"AC Gilchrist","bowled",12
"T Banton","caught",1
"A Chopra","stumped",1
"MJ Lumb","lbw",1
"TD Paine","caught",1
"RA Jadeja","stumped",1
"Ankit Soni","bowled",2
"D Kalyankrishna","caught",1
"MM Ali","bowled",1
"AB Agarkar","run out",1
"AP Tare","caught and bowled",1
"DS Lehmann","lbw",2
"W Jaffer","caught",7
"R Tewatia","lbw",2
"CJ McKay","caught",1
"GC Viljoen","caught",2
"Shubman Gill","caught and bowled",1
"JDS Neesham","caught",5
"MN Samuels","run out",2
"RG Sharma","lbw",12
"RR Pant","bowled",10
"SA Yadav","caught",47
"LS Livingstone","bowled",2
"Shoaib Ahmed","caught",1
"VRV Singh","caught",1
"ND Doshi","caught",1
"M Manhas","bowled",6
"DW Steyn","caught",8
"B Lee","caught",6
"A Symonds","caught",14
"AUK Pathan","lbw",1
"SM Curran","stumped",1
"RE van der Merwe","stumped",3
"LA Carseldine","lbw",1
"LA Pomersbach","caught and bowled",1
"G Gambhir","bowled",27
"LR Shukla","lbw",2
"T Thushara","run out",1
"Shoaib Malik","bowled",1
"A Zampa","caught",2
"KP Pietersen","stumped",3
"VVS Laxman","lbw",1
"DJ Hooda","caught",19
"MK Tiwary","caught and bowled",1
"MP Stoinis","bowled",4
"C de Grandhomme","lbw",1
"Shakib Al Hasan","caught",21
"L Balaji","lbw",2
"EJG Morgan","caught",33
"Harbhajan Singh","bowled",7
"CA Lynn","run out",1
"LR Shukla","stumped",1
"GH Vihari","stumped",1
"R Rampaul","lbw",1
"Harbhajan Singh","run out",8
"Q de Kock","caught and bowled",3
"PA Patel","caught",72
"JEC Franklin","bowled",1
"Shakib Al Hasan","run out",3
"SM Curran","lbw",2
"JP Duminy","lbw",1
"DR Shorey","caught",2
"BCJ Cutting","caught",6
"MA Wood","caught",1
"Mustafizur Rahman","caught",1
"SR Watson","lbw",6
"C Munro","lbw",2
"SS Tiwary","caught and bowled",1
"YBK Jaiswal","caught and bowled",1
"RE Levi","caught",1
"SK Warne","bowled",6
"RS Bopara","bowled",1
"GH Vihari","caught",17
"SM Katich","caught",6
"Mohammed Shami","lbw",1
"Y Venugopal Rao","lbw",1
"A Nehra","bowled",1
"C Nanda","run out",1
"Yuvraj Singh","bowled",10
"DJ Hooda","caught and bowled",1
"NLTC Perera","run out",3
"BA Stokes","caught",19
"JM Bairstow","run out",1
"R Tewatia","bowled",3
"NS Naik","caught",2
"A Ashish Reddy","bowled",5
"N Pooran","run out",1
"DW Steyn","lbw",2
"M Ashwin","stumped",1
"DJ Hooda","stumped",3
"PSP Handscomb","caught",1
"JM Bairstow","bowled",7
"SM Curran","caught and bowled",1
"RA Jadeja","run out",8
"TR Birt","caught",4
"MS Bisla","caught",18
"MC Henriques","lbw",2
"SR Watson","run out",9
"KD Karthik","caught",91
"Kuldeep Yadav","run out",1
"SK Raina","bowled",16
"Y Nagar","bowled",3
"L Ronchi","run out",1
"SR Watson","caught and bowled",1
"VS Malik","bowled",1
"CJ Ferguson","lbw",1
"Q de Kock","stumped",1
"Shoaib Akhtar","caught",1
"Kartik Tyagi","caught and bowled",1
"A Chopra","run out",1
"R Bhatia","bowled",5
"TR Birt","bowled",1
"SE Bond","bowled",1
"AT Rayudu","run out",12
"MA Starc","bowled",1
"JR Philippe","lbw",1
"SA Asnodkar","bowled",1
"KC Sangakkara","run out",6
"SP Narine","stumped",2
"TU Deshpande","caught",1
"RJ Quiney","caught",4
"SPD Smith","caught",42
"HH Gibbs","lbw",3
"AA Noffke","run out",1
"CH Morris","bowled",6
"RR Powar","bowled",2
"S Dhawan","run out",15
"CL White","lbw",1
"GJ Bailey","run out",6
"MA Agarwal","stumped",2
"T Kohli","run out",1
"MP Stoinis","stumped",2
"DJ Hooda","lbw",1
"MF Maharoof","stumped",1
"R Bhatia","caught",17
"SA Asnodkar","caught",11
"SA Yadav","caught and bowled",1
"SB Styris","bowled",2
"J Botha","caught and bowled",2
"S Ladda","run out",2
"M Vohra","run out",3
"CH Gayle","run out",2
"VS Yeligati","run out",1
"DR Sams","caught",1
"S Dhawan","caught",86
"SS Tiwary","lbw",3
"RR Rossouw","lbw",1
"DJ Bravo","stumped",1
"Sohail Tanvir","bowled",1
"SB Styris","caught",4
"RP Singh","stumped",1
"S Aravind","caught",1
"RG Sharma","bowled",23
"JA Morkel","run out",4
"BAW Mendis","bowled",1
"M Klinger","lbw",1
"J Suchith","caught",1
"MS Bisla","lbw",2
"AB de Villiers","bowled",21
"GJ Bailey","stumped",2
"D Padikkal","bowled",5
"KS Williamson","stumped",2
"DR Martyn","run out",1
"V Kohli","bowled",30
"AJ Finch","caught and bowled",2
"RS Gavaskar","caught",1
"PA Reddy","run out",1
"SW Tait","bowled",2
"Yuvraj Singh","stumped",3
"AS Yadav","bowled",1
"Rashid Khan","caught and bowled",3
"KV Sharma","lbw",1
"SK Raina","caught and bowled",8
"AL Menaria","caught and bowled",2
"MS Bisla","bowled",9
"SA Yadav","lbw",6
"S Nadeem","caught and bowled",3
"TM Head","caught",4
"KD Karthik","caught and bowled",3
"Sunny Singh","run out",1
"SA Yadav","bowled",7
"WA Mota","lbw",1
"PA Reddy","stumped",1
"AJ Tye","lbw",1
"T Banton","bowled",1
"DA Miller","lbw",3
"HH Pandya","run out",3
"S Nadeem","caught",5
"AB de Villiers","caught",73
"GH Vihari","run out",1
"KM Jadhav","caught",30
"AM Rahane","lbw",15
"DB Ravi Teja","caught and bowled",1
"TG Southee","run out",1
"SC Ganguly","bowled",9
"B Kumar","bowled",8
"SA Yadav","stumped",1
"M Vohra","lbw",5
"FH Edwards","bowled",1
"V Kohli","caught",105
"J Theron","run out",1
"Misbah-ul-Haq","run out",2
"A Ashish Reddy","caught",8
"R Vinay Kumar","run out",2
"I Sharma","caught and bowled",1
"Sandeep Sharma","caught and bowled",1
"LE Plunkett","caught",1
"PP Chawla","bowled",12
"MM Ali","caught",8
"Kamran Akmal","run out",1
"PJ Sangwan","caught",3
"SS Iyer","lbw",5
"R Bhatia","stumped",1
"A Chopra","caught",2
"SK Warne","run out",4
"S Narwal","caught",3
"VY Mahesh","caught",1
"PJ Cummins","bowled",2
"HV Patel","lbw",1
"AM Nayar","bowled",4
"SM Curran","caught",6
"MC Henriques","stumped",4
"SP Narine","run out",1
"SP Narine","bowled",10
"S Kaul","caught and bowled",1
"S Dhawan","caught and bowled",3
"Shoaib Malik","caught",3
"I Sharma","caught",2
"SS Tiwary","bowled",4
"Vishnu Vinod","run out",1
"CH Morris","lbw",1
"R Shukla","caught",1
"L Balaji","caught",3
"JD Ryder","stumped",1
"WPUJC Vaas","run out",1
"PJ Sangwan","lbw",1
"Shivam Mavi","bowled",1
"SK Warne","caught",6
"LMP Simmons","run out",1
"E Lewis","bowled",3
"SE Marsh","lbw",3
"S Rana","caught",1
"Washington Sundar","bowled",1
"Bipul Sharma","bowled",1
"PA Patel","stumped",6
"JP Duminy","caught and bowled",3
"KW Richardson","caught",2
"VR Aaron","caught",2
"R Tewatia","caught",7
"DA Miller","bowled",13
"AP Majumdar","stumped",1
"Sandeep Sharma","caught",3
"SP Jackson","hit wicket",1
"S Badree","bowled",3
"KD Karthik","bowled",23
"Shubman Gill","caught",19
"MJ McClenaghan","stumped",1
"CL White","run out",4
"J Botha","run out",4
"UBT Chand","caught",13
"R Ninan","caught",1
"J Suchith","run out",1
"G Gambhir","run out",15
"DA Warner","stumped",5
"B Akhil","caught",3
"JM Bairstow","lbw",2
"A Singh","bowled",2
"YS Chahal","lbw",1
"R McLaren","caught",2
"DB Das","caught",4
"SA Asnodkar","lbw",1
"RG Sharma","stumped",3
"OA Shah","bowled",3
"V Sehwag","run out",6
"JA Morkel","caught and bowled",1
"M Kartik","caught and bowled",2
"ML Hayden","caught and bowled",1
"AS Rajpoot","caught",2
"MA Agarwal","bowled",18
"Mohammad Hafeez","bowled",1
"KL Nagarkoti","caught",1
"Jaskaran Singh","caught",1
"AT Rayudu","lbw",4
"DJ Hussey","caught",32
"AL Menaria","bowled",3
"MJ Lumb","bowled",1
"GR Napier","caught",1
"RA Tripathi","caught and bowled",2
"S Badree","lbw",1
"MDKJ Perera","lbw",1
"CA Lynn","bowled",9
"Bipul Sharma","run out",1
"Mohammad Asif","run out",1
"WPUJC Vaas","caught",4
"Azhar Mahmood","caught",9
"R Sathish","stumped",1
"K Rabada","caught",5
"DJ Bravo","lbw",6
"AT Rayudu","caught and bowled",6
"LMP Simmons","bowled",6
"SR Tendulkar","lbw",8
"TL Suman","caught and bowled",2
"MR Marsh","bowled",4
"LRPL Taylor","caught",24
"KMA Paul","lbw",1
"GC Smith","run out",4
"RP Singh","caught and bowled",1
"SV Samson","run out",5
"PA Patel","caught and bowled",4
"S Dhawan","stumped",6
"CR Woakes","caught",4
"MJ Santner","caught",1
"J Theron","caught",1
"KB Arun Karthik","run out",1
"AT Rayudu","caught",72
"ML Hayden","lbw",1
"R Vinay Kumar","bowled",10
"BCJ Cutting","stumped",1
"J Arunkumar","caught",2
"PA Patel","lbw",12
"SP Goswami","caught and bowled",1
"M Morkel","run out",1
"SB Wagh","run out",1
"JR Philippe","stumped",1
"NA Saini","bowled",1
"AT Rayudu","stumped",7
"HV Patel","caught",6
"KB Arun Karthik","bowled",1
"JO Holder","caught",5
"VVS Laxman","caught",9
"AD Mathews","bowled",4
"LPC Silva","caught",2
"TM Dilshan","run out",2
"V Sehwag","bowled",15
"Mohammed Siraj","bowled",1
"M Klinger","bowled",1
"GB Hogg","caught",2
"AD Nath","bowled",1
"SB Bangar","caught",5
"DJ Jacobs","bowled",6
"DT Patil","caught",1
"SN Khan","caught",14
"EJG Morgan","lbw",2
"AJ Finch","retired hurt",1
"AUK Pathan","bowled",2
"SV Samson","caught and bowled",3
"ML Hayden","stumped",2
"Mandeep Singh","bowled",15
"AJ Turner","lbw",1
"S Dube","caught",7
"JL Denly","bowled",1
"SL Malinga","caught",5
"SMSM Senanayake","run out",1
"AR Patel","run out",7
"S Anirudha","lbw",2
"S Chanderpaul","caught",3
"MP Stoinis","lbw",1
"JP Duminy","stumped",1
"F du Plessis","caught",40
"NLTC Perera","bowled",4
"G Gambhir","caught and bowled",4
"MS Dhoni","lbw",5
"SO Hetmyer","caught",9
"SPD Smith","lbw",2
"RA Jadeja","caught and bowled",7
"ST Jayasuriya","lbw",5
"AC Gilchrist","lbw",4
"R Dravid","lbw",2
"MV Boucher","lbw",2
"TL Suman","bowled",3
"B Chipli","lbw",1
"RV Gomez","bowled",1
"SB Styris","lbw",1
"NM Coulter-Nile","bowled",2
"C Madan","caught",1
"KC Sangakkara","bowled",14
"I Udana","caught",3
"TM Srivastava","caught",1
"JD Unadkat","run out",2
"DR Smith","caught",48
"K Goel","stumped",1
"R Ashwin","caught and bowled",1
"SV Samson","bowled",13
"SP Narine","caught and bowled",1
"CH Morris","stumped",1
"Misbah-ul-Haq","caught",4
"DJ Bravo","caught and bowled",3
"KD Karthik","stumped",4
"AJ Finch","caught",41
"DB Ravi Teja","lbw",2
"KMA Paul","bowled",2
"SD Chitnis","caught",6
"SN Thakur","lbw",1
"MJ Clarke","bowled",1
"BB Samantray","caught",2
"Shubman Gill","stumped",1
"Shakib Al Hasan","caught and bowled",1
"A Kumble","caught",1
"TS Mills","caught",2
"Shubman Gill","lbw",1
"SS Cottrell","bowled",1
"WP Saha","lbw",4
"B Kumar","lbw",1
"STR Binny","stumped",3
"Gurkeerat Singh","lbw",2
"CA Ingram","bowled",2
"T Kohli","caught",2
"M Vohra","caught and bowled",4
"S Gopal","caught",9
"A Choudhary","run out",1
"DJ Thornely","retired hurt",1
"A Singh","stumped",1
"M Vohra","bowled",8
"RJ Harris","lbw",1
"AD Russell","caught and bowled",2
"DJ Bravo","bowled",12
"SV Samson","lbw",6
"P Awana","run out",1
"Anirudh Singh","caught and bowled",1
"P Kumar","lbw",1
"Abhishek Sharma","caught",6
"IK Pathan","bowled",8
"BA Stokes","run out",3
"SC Ganguly","caught and bowled",1
"GJ Maxwell","caught",46
"Y Venugopal Rao","run out",9
"AD Hales","bowled",2
"CR Brathwaite","caught and bowled",1
"BB McCullum","caught and bowled",1
"Misbah-ul-Haq","lbw",2
"V Sehwag","lbw",4
"AG Paunikar","stumped",1
"Basil Thampi","run out",1
"A Nehra","run out",2
"CA Lynn","lbw",3
"M Vijay","caught and bowled",3
"IK Pathan","stumped",3
"Z Khan","caught and bowled",1
"Y Venugopal Rao","caught",24
"AP Majumdar","bowled",1
"JH Kallis","caught and bowled",1
"RV Uthappa","lbw",14
"RA Tripathi","run out",2
"DB Das","lbw",3
"AJ Turner","caught",2
"WP Saha","bowled",18
"CA Pujara","caught",12
"A Mishra","caught",9
"Q de Kock","caught",43
"Ishan Kishan","stumped",1
"R Ashwin","stumped",2
"KS Williamson","caught and bowled",1
"RV Uthappa","run out",13
"HH Gibbs","caught",16
"Niraj Patel","bowled",2
"Parvez Rasool","caught and bowled",1
"UT Yadav","stumped",1
"Swapnil Singh","caught",1
"AM Rahane","caught and bowled",6
"KK Ahmed","bowled",1
"JC Buttler","stumped",3
"CJ Jordan","run out",1
"WA Mota","caught",3
"AA Jhunjhunwala","caught",8
"A Mithun","bowled",1
"KA Pollard","run out",8
"WD Parnell","caught",4
"KK Nair","caught",37
"SN Thakur","bowled",1
"SW Billings","caught",13
"KH Pandya","caught",31
"DJ Muthuswami","run out",1
"MJ McClenaghan","bowled",2
"KA Pollard","lbw",5
"BB Sran","run out",1
"MF Maharoof","caught",4
"MM Patel","caught",2
"TG Southee","bowled",1
"M Vijay","stumped",5
"VH Zol","caught",1
"PR Shah","caught and bowled",1
"CJ Anderson","run out",3
"LRPL Taylor","lbw",5
"P Awana","caught",2
"RT Ponting","lbw",1
"SM Katich","run out",2
"MM Ali","stumped",1
"NV Ojha","caught",54
"IR Jaggi","bowled",1
"Vishnu Vinod","bowled",1
"RN ten Doeschate","caught",6
"RV Uthappa","bowled",15
"P Dogra","stumped",1
"Imran Tahir","bowled",1
"KK Cooper","bowled",1
"AD Hales","lbw",1
"JD Unadkat","caught and bowled",1
"AJ Finch","run out",2
"MN van Wyk","bowled",1
"K Gowtham","run out",1
"WP Saha","run out",8
"MG Johnson","bowled",6
"R Sathish","lbw",1
"BJ Hodge","run out",6
"N Pooran","bowled",2
"S Badrinath","stumped",3
"RR Bhatkal","caught",1
"CA Pujara","run out",1
"V Shankar","bowled",1
"AG Paunikar","caught",3
"RN ten Doeschate","run out",5
"AR Patel","bowled",9
"AM Rahane","caught",74
"ML Hayden","bowled",6
"JD Ryder","caught",17
"Rashid Khan","bowled",2
"Joginder Sharma","caught",1
"Swapnil Singh","lbw",1
"DL Vettori","run out",1
"Mohammed Siraj","run out",2
"V Kohli","run out",15
"SE Rutherford","caught",5
"MK Tiwary","stumped",4
"YK Pathan","caught and bowled",4
"BJ Rohrer","bowled",3
"JPR Scantlebury-Searles","caught",1
"DPMD Jayawardene","caught and bowled",2
"AC Blizzard","bowled",1
"DJG Sammy","caught",10
"N Rana","caught and bowled",1
"KL Rahul","caught",35
"GC Smith","lbw",1
"DT Christian","bowled",5
"MA Agarwal","caught and bowled",2
"KP Pietersen","bowled",8
"X Thalaivan Sargunam","caught and bowled",1
"A Nortje","caught",1
"UT Yadav","bowled",6
"JM Kemp","stumped",1
"Yuvraj Singh","lbw",5
"KA Pollard","caught",75
"M Morkel","bowled",3
"MA Khote","caught",1
"AL Menaria","run out",2
"N Rana","caught",39
"AC Gilchrist","run out",2
"OA Shah","stumped",2
"H Klaasen","caught",4
"MS Gony","run out",1
"HH Gibbs","caught and bowled",1
"DJG Sammy","stumped",1
"SP Fleming","caught",5
"DW Steyn","run out",3
"S Sreesanth","caught",1
"SR Tendulkar","stumped",3
"Sandeep Sharma","lbw",1
"CR Brathwaite","bowled",1
"JD Unadkat","caught",3
"SS Tiwary","stumped",3
"PP Chawla","run out",8
"SK Raina","stumped",8
"GJ Bailey","bowled",4
"MD Mishra","bowled",2
"DT Christian","run out",1
"DJ Hussey","run out",6
"S Sohal","bowled",3
"RA Jadeja","lbw",2
"S Sriram","bowled",1
"DJ Thornely","lbw",1
"SB Jakati","caught",1
"K Goel","bowled",2
"JO Holder","run out",2
"Gurkeerat Singh","stumped",2
"P Simran Singh","lbw",1
"KC Sangakkara","lbw",2
"M Muralitharan","caught",2
"N Jagadeesan","caught",1
"GJ Maxwell","lbw",5
"SO Hetmyer","stumped",1
"Washington Sundar","run out",1
"R Bishnoi","run out",1
"MM Ali","caught and bowled",2
"SJ Srivastava","bowled",1
"Washington Sundar","caught and bowled",1
"T Taibu","caught",2
"JM Kemp","bowled",1
"Ravi Bishnoi","caught",1
"SW Billings","stumped",1
"HM Amla","caught",8
